gene1,gene2,p_value,statistic,depletion_p_value,q_value,SR_DD_p_value,SR_DD_q_value,depletion_q_value,SR_DD_depletion_p_value,SR_DD_depletion_q_value,survival_coef,survival_p_value,survival_q_value,phylo_coefficient
EGFR,SPRY2,0.00178511232934678,61950,0.9999978730172212,0.03064697760913155,0.9982148876706533,1,1,2.1269827787939732e-6,9.670876745771614e-6,-0.1891356248474227,7.0244975687801545e-15,1.4771589962278972e-13,5.159593270880739
AKT2,ABCG4,0.00179146158782105,62129,0.9999999540728628,0.03073869449754852,0.9982085384121788,1,1,4.5927137204415664e-8,2.7892137916239314e-7,-0.19556496748242017,0.26300947658751994,0.39684111538324707,7.358131591021079
RAF1,SYT3,0.00179622875170372,62857,0.9999719926332232,0.03080317730442248,0.9982037712482964,1,1,2.80073667768832e-5,1.035470479026768e-4,-0.009667224831337919,0.38741358516483254,0.5510854320251545,6.72012199950688
CDK6,YKT6,0.00179676705510068,61945,0.9999999986922704,0.03081037225569007,0.9982032329448992,1,1,1.307729480259922e-9,9.98085864349973e-9,-0.2754373613661145,2.692178485882764e-6,1.2452101437690032e-5,5.513785251570185
PIK3CA,PCNP,0.00179910628923025,61944,0.9999999999986096,0.03084233152962067,0.9982008937107696,1,1,1.390443316040546e-12,1.6025099300353416e-11,-0.05488987986764272,4.314642578065792e-4,0.00129483637121466,9.115708962071942
RAF1,UNC119,0.00179910628923025,61944,0.9999508915353548,0.03084233152962067,0.9982008937107696,1,1,4.910846464523111e-5,1.7289323147165098e-4,-6.648719007177715e-4,0.16335224460348588,0.2632784170766699,5.424300141612868
ERBB2,TADA1,0.00180144829308927,61943,1.995576701650454e-4,0.03087024327892709,0.9981985517069109,1,0.00672317874659459,0.999800442329835,1,0.11799497367377682,0.01756707957084421,0.03683798310813304,4.539665303122659
CDK6,RPL7L1,0.00180144829308927,61943,0.9999399374917142,0.03087024327892709,0.9981985517069109,1,1,6.006250828582971e-5,2.0782800427766125e-4,-0.11157948311304182,3.9670347917528186e-5,1.4674705778931074e-4,5.310466011770477
XPO1,FARSB,0.00180614062156656,61941,1,0.03093941421257521,0.9981938593784334,1,1,0,0,-0.20267871183902877,6.429753429806527e-17,1.895520117201574e-15,5.9864359927140685
ERBB2,MAGED2,0.00181250994540173,62120,0.9998176227868744,0.03102496655562154,0.9981874900545984,1,1,1.8237721312552857e-4,5.723427919629204e-4,0.060317204302327905,8.418863715089139e-23,6.80507933816352e-21,7.127075467336297
PIK3CA,RAPGEF2,0.00182265144366915,61934,0.9999999999345182,0.03115950387671455,0.9981773485563308,1,1,6.548184217081143e-11,6.012759684677359e-10,-0.03462332727397863,0.07736106685570086,0.13707866153301657,5.331790081183773
FGFR1,TBC1D30,0.00182430042242687,62115,5.230616319123479e-5,0.03118255801100803,0.9981756995775732,1,0.00221593245656045,0.9999476938368088,1,0,1,1,10.459932075877612
EGFR,DCLK1,0.00182529037012619,64301,0.999999930593234,0.03118916425952043,0.9981747096298738,1,1,6.940676589017869e-8,4.079116346412734e-7,-0.2237918303689584,0.00427850201361673,0.01035967433578158,5.523269303032204
PDGFRB,TTC39A,0.00182666687070793,62114,1.0735831451079822e-4,0.03120656129461341,0.998173333129292,1,0.00409551767176752,0.9998926416854892,1,-0.14200174771158827,4.423550499401284e-12,5.7445979855546185e-11,3.483108570013056
ERBB2,ARRB2,0.00182739396661536,61932,3.4430140760073646e-4,0.03121179031153529,0.9981726060333846,1,0.0105716131355119,0.9996556985923992,1,0.14937701792518565,0.07765723613934306,0.13754725350651942,6.148700986742478
PDGFRB,CNKSR1,0.00182829674959628,62295,1.0013103659832164e-11,0.03122412674374695,0.9981717032504036,1,3.494600112328257e-9,0.9999999999899868,1,-0.23956486262207297,1.4827117448885497e-6,7.18737245807004e-6,3.499312168092151
EGFR,LRRTM1,0.00183437895274995,128768,0.00236204339475795,0.03131357282039681,0.99816562104725,1,0.05136368224851567,0.997637956605242,1,-0.14770668748672566,0.01012263159705799,0.02248187268446762,3.671889582869179
ERBB2,KLF2,0.00183540254601196,62292,0.9999999013767435,0.03132772037884372,0.998164597453988,1,1,9.862325633935853e-8,5.68294791204195e-7,0.05227789203655774,1.4328517530263867e-9,1.1988831906202093e-8,6.692057465821311
PDGFRB,GSTO2,0.00183616060337299,62110,9.13199881239775e-6,0.03133468998635529,0.998163839396627,1,5.184559706458399e-4,0.9999908680011876,1,-0.15608986239424172,1.785132684998999e-15,4.1401094722304134e-14,4.699680669232828
PIK3CA,RABGEF1,0.00183929940567139,61927,0.9999999999742636,0.03137383011468665,0.9981607005943286,1,1,2.573630197844068e-11,2.5004757893560653e-10,-0.14152996524556621,0.01853733925912545,0.03864888059897745,6.185476142359069
RAF1,SETDB1,0.00184168893947172,61926,1,0.03140633098647617,0.9981583110605284,1,1,0,0,-0.135796753884218,0.02450035093158687,0.0495646452191941,10.154236346783138
PIK3CA,GRK5,0.00184428175240593,62471,0.999872011051695,0.03143726921709119,0.998155718247594,1,1,1.279889483050134e-4,4.169971104912115e-4,-0.22732654297684024,3.6820105728885705e-6,1.659808068681927e-5,7.710462720906656
MS4A1,ZNF814,0.00184887448565682,61923,0.9999999999219576,0.03149864599014952,0.9981511255143432,1,1,7.804246138221059e-11,7.132422656712458e-10,0.19878237022535084,3.4491626658567186e-5,1.2909270332318404e-4,9.019920496063811
PIK3CA,CRLF3,0.00185335491581068,62285,0.9999999929902026,0.03156101513097273,0.9981466450841892,1,1,7.009797409196494e-9,4.7968110498008646e-8,-0.14710736797734894,5.766112988842847e-12,7.34112950856829e-11,9.45228298485183
FGFR1,IKZF3,0.00185335995332797,75030,2.663174892337763e-6,0.03156101513097273,0.998146640046672,1,1.78266462576016e-4,0.9999973368251076,1,-0.05388078268561853,0.43107930198181926,0.6025413566762887,5.759269160678187
PIK3CA,RNGTT,0.00185849486156392,61919,0.9999999999994944,0.03162226051542613,0.998141505138436,1,1,5.054845431118338e-13,6.1589884930650354e-12,-0.0589110126043124,1.2425497860916907e-10,1.2499751636933211e-9,4.201003623641377
PDGFRB,PPFIBP2,0.00186250015059285,62099,1.1476588178195495e-6,0.03167794658151668,0.9981374998494073,1,8.760120550119796e-5,0.999998852341182,1,-0.007785582537104415,2.7862355491208968e-5,1.0610563413424096e-4,1.9601935272112927
FGFR1,CDH1,0.00186332209444023,61917,2.2776747631668413e-8,0.03168465717572626,0.9981366779055598,1,2.9078426539148976e-6,0.9999999772232524,1,-0.03156521752136071,1.875672598767948e-7,1.074160069689207e-6,9.014206197012358
KDR,ARFIP1,0.00186804363830402,62460,0.9997086740246668,0.03174613023568678,0.998131956361696,1,1,2.9132597533321203e-4,8.782016847456162e-4,-0.024060738251909825,9.732665857240445e-7,4.885537972973799e-6,4.808102562037332
FLT3,SRPX,0.00186816072212086,61915,0.00163490382533605,0.03174613023568678,0.9981318392778792,1,0.03769933055732593,0.998365096174664,1,-0.08699483963555954,0.1435619427157053,0.2354106291333923,5.532191178537866
FGFR1,CCNE1,0.00186816072212086,61915,0.9999999881622886,0.03174613023568678,0.9981318392778792,1,1,1.1837711366702308e-8,7.813607002472826e-8,-0.29884448559368104,7.997489041313816e-4,0.00226803720738353,3.087111816474243
PDGFRB,SLC9A2,0.00187726368364297,65725,1.5314713997341113e-4,0.03186429908709266,0.9981227363163572,1,0.00546607207797221,0.9998468528600266,1,-0.15214838231909267,1.8890702870845847e-10,1.8405460471058735e-9,3.1477799637695356
EGFR,MYRIP,0.00187756232653997,66088,0.00141218426393957,0.03186728352361916,0.99812243767346,1,0.03385269670210777,0.9985878157360604,1,-0.06980193662969923,0.970361420379412,1,7.085468104809029
EGFR,GMFB,0.00187787225670712,61911,0.9999130298665662,0.0318683746654762,0.9981221277432928,1,1,8.697013343383908e-5,2.9129451894387793e-4,-0.22666680933289957,1.032968406687788e-9,8.855473469902062e-9,9.50883447895114
XPO1,EXOSC2,0.00187787225670712,61911,1,0.0318683746654762,0.9981221277432928,1,1,0,0,-0.16696005324657415,1.7111275806037552e-11,2.0095179745856059e-10,8.51199790243395
RAF1,LGI2,0.00187829633056587,70492,0.9998834306596336,0.03187142997056572,0.998121703669434,1,1,1.1656934036630152e-4,3.819096914949742e-4,0.03697976782378394,0.947024276539877,1,7.082301879831599
EGFR,HSPBAP1,0.00188099208680025,62273,3.420567031683295e-5,0.03190775475693398,0.9981190079131996,1,0.00154067124694635,0.9999657943296832,1,-0.14261838601721225,9.56565251806906e-10,8.251122755001586e-9,5.32357673346884
EGFR,CC2D2A,0.00188187141106094,62091,0.9999999842313642,0.03191682485790405,0.998118128588939,1,1,1.5768635841517664e-8,1.0223245888996341e-7,-0.1788670616334875,0.15425827879136528,0.250577116812245,7.034020032175043
FGFR1,GAB2,0.00188187141106094,62091,0.9999997422453072,0.03191682485790405,0.998118128588939,1,1,2.5775469292277364e-7,1.3724957390783388e-6,-0.040207801480455746,0.00599716610334326,0.01404039559954994,6.566432080323248
ERBB2,MMRN1,0.00188189580106013,137720,5.676481337468024e-5,0.03191682485790405,0.99811810419894,1,0.00238902480760827,0.9999432351866252,1,-0.08203250939148914,0.6527624747517111,0.8484024783447611,8.561487401907655
PDGFRB,SPINT1,0.0018827452111208,61909,1.3487875147714144e-10,0.03192705705048784,0.9981172547888792,1,3.404553551451338e-8,0.9999999998651212,1,-0.11127341269772073,8.99976539072397e-10,7.80053329049245e-9,2.4464452007858117
EGFR,LTBP1,0.00188674275138771,62089,0.999994795551262,0.03198334966860948,0.9981132572486124,1,1,5.204448737861078e-6,2.2038931304346285e-5,-0.15893804129398695,0.00154992892843218,0.00413198533544627,2.3706698699060524
ERBB2,KCNA6,0.00188731469450414,129906,1.825447061654559e-9,0.03199106901861304,0.998112685305496,1,3.24656197822372e-7,0.999999998174553,1,0.1345399391753586,1.5804632634045196e-8,1.0979310570994769e-7,4.3462149110094375
PIK3CA,SNRK,0.00188918271659342,62088,0.9999999996000306,0.0320152987704588,0.9981108172834066,1,1,3.9996939094066864e-10,3.286898305779893e-9,-0.05729265835266869,0.08807354731785054,0.1536344243752675,4.376519314374765
BRAF,P2RY6,0.00189097110056583,65356,1.0756761123802488e-5,0.03204142045737714,0.9981090288994342,1,5.86633464705381e-4,0.9999892432388762,1,-0.12978508860950205,0.0391877824977937,0.07520219440454665,6.265153685992045
EGFR,UBE2Q2,0.00189497791731671,61904,0.9997420701325986,0.03209150019294248,0.9981050220826831,1,1,2.5792986740136303e-4,7.844690360401982e-4,-0.21433886211862083,0.102976288626958,0.17621880954748495,8.632853666604074
EGFR,SLC27A5,0.00189651982796455,62085,1.540447604372244e-13,0.03211446843059212,0.9981034801720354,1,9.09489729122014e-11,0.999999999999846,1,-0.05830588965154731,0.6774528621365686,0.8742792023551605,7.430872379311877
RAF1,PCDH17,0.00189871692746038,70072,0.9999999895428248,0.03214642792523212,0.9981012830725396,1,1,1.0457175125822005e-8,7.0657615336334e-8,0.09687810809595415,0.9224936661156516,1,5.6496030259530015
EGFR,CDC25B,0.00189897128023909,62084,0.999966483057325,0.03214653910185202,0.9981010287197608,1,1,3.351694267494931e-5,1.2198337065696056e-4,-0.47444287177046574,3.602624280067927e-10,3.340881369876241e-9,5.734502285955402
PIK3CA,MTMR6,0.00189897128023909,62084,0.999995861754528,0.03214653910185202,0.9981010287197608,1,1,4.1382454719629536e-6,1.7875323260821998e-5,-0.049046346594368254,0.0069563467379197,0.01604282297956123,4.567253556713096
RAF1,THOC6,0.00189897128023909,62084,0.9999973060440585,0.03214653910185202,0.9981010287197608,1,1,2.6939559416572223e-6,1.200682096508093e-5,0.024342150603228235,0.01085856997304189,0.02393807009341137,10.316586460838426
FGFR1,KCNJ10,0.00190095303281679,65200,0.00323502535714512,0.0321695929186351,0.9980990469671832,1,0.06600634576455802,0.9967649746428549,1,0.05840710866779776,3.8860471931204194e-13,6.042654758992446e-12,2.390664112224154
BRAF,RHBDL2,0.00190460616915609,62446,7.053512058624301e-4,0.0322110084307863,0.998095393830844,1,0.01915209539333478,0.9992946487941377,1,-0.17867356017301952,9.8794516685262e-4,0.00274727188673083,8.844947983876432
PIK3CA,MAPKAPK2,0.00190481603730698,61900,0.9999999996000306,0.0322110084307863,0.998095183962693,1,1,3.9996939094066864e-10,3.286898305779893e-9,-0.0882336321104094,0.00105603835630633,0.00291966864643123,9.045933499233808
MS4A1,TCTE1,0.00190487286856529,76179,0.9999894620894052,0.0322110084307863,0.9980951271314348,1,1,1.0537910594798916e-5,4.232642329033488e-5,0.1061319197083916,0.17533921590652513,0.27992689460217357,9.099201401242327
FGFR1,JMJD7,0.00190728280823862,61899,3.420567031683295e-5,0.03223886324573644,0.9980927171917614,1,0.00154067124694635,0.9999657943296832,1,0,1,1,9.121343533286778
PIK3CA,TBC1D5,0.00191222506024084,61897,0.9999999999994944,0.03230346276771327,0.9980877749397592,1,1,5.054845431118338e-13,6.1589884930650354e-12,-0.041760745138395935,8.959644722831078e-5,3.088736228973893e-4,8.640257173175083
EGFR,UTP14C,0.00191408741992145,62260,1.4950235038896189e-5,0.03233176634639802,0.9980859125800784,1,7.771112407282491e-4,0.999985049764961,1,-0.1869314259661796,1.840248725039518e-6,8.773691046816215e-6,6.00401816940487
BRAF,C16orf87,0.0019144227728331,62442,0.9999999999999528,0.03233580779841841,0.9980855772271668,1,1,4.718447854656915e-14,6.670622266440751e-13,-0.026805982591454787,0.00188822426777367,0.00494119477413285,7.218139317162833
PIK3CA,ATG4A,0.00191470054732686,61896,0.999999997738642,0.03233580779841841,0.9980852994526732,1,1,2.261357989752355e-9,1.6640248587298452e-8,0.07637489331431152,0.4047727878940058,0.5717118068422139,8.758725852658138
ERBB2,PUS10,0.00192612793864667,62073,5.817197416024324e-4,0.03248439494576882,0.9980738720613532,1,0.01619773307973975,0.9994182802583976,1,0.11496841480368881,1.86826759750528e-8,1.2811737475708817e-7,4.580689697874583
KDR,UTP14C,0.00192892973442297,62254,0.00446238141075159,0.03251927670629954,0.9980710702655772,1,0.08470787862004908,0.9955376185892484,1,-0.06814744941343873,0.7738162651938923,0.9722532481571364,4.416498867793456
RAF1,GPR63,0.00193052310505076,62616,0.9998135669590624,0.0325363145118717,0.9980694768949492,1,1,1.864330409374615e-4,5.844630391032528e-4,-0.05442207816502675,0.00283931468031107,0.00714990646448291,7.471631906474059
EGFR,MRPL16,0.00193211064523018,61889,0.00247899928190036,0.03255566914201423,0.99806788935477,1,0.05254743374300486,0.9975210007180996,1,-0.08897851500908258,0.00528150335271622,0.01252765486204287,3.484883612674176
BRAF,CABLES2,0.00193257607162339,62252,0.9999999999999998,0.03256033981391014,0.9980674239283766,1,1,2.220446049250313e-16,4.094000159311071e-15,0.04657339367475829,0.07184262611168034,0.12847717464037892,6.570739552779107
PIK3CA,LIG4,0.00193858811834341,62068,0.9999989272728218,0.0326393783055328,0.9980614118816564,1,1,1.0727271781973968e-6,5.140965430353669e-6,-0.0019780897387155025,1.7488302939674877e-5,6.926912297952953e-5,7.646676403788674
CD274,KCTD12,0.00194108892366039,62067,0.9999982579580424,0.03266982408602228,0.9980589110763396,1,1,1.7420419575753243e-6,8.102078152754816e-6,0.036403393340943856,0.27008580884582084,0.4058868179093565,7.459264571027471
MS4A1,PRDM2,0.00194714791700208,61883,0.9999999999980896,0.0327569274175466,0.998052852082998,1,1,1.9104717807749698e-12,2.1872309919555335e-11,0.09066577864437703,7.795100907411999e-4,0.00221587155867491,4.767010303061488
EGFR,SLC41A1,0.0019486089326752,62064,0.9999978730172212,0.03277938083965356,0.9980513910673248,1,1,2.1269827787939732e-6,9.670876745771614e-6,-0.16429658383932266,0.00414557863325927,0.01006998841638853,4.991793867947708
PIK3CA,FAM168A,0.00195218391480031,61881,0.9999999999999998,0.03282781337480483,0.9980478160851995,1,1,2.220446049250313e-16,4.094000159311071e-15,-0.14640553874780837,1.9368548890511316e-14,3.7696895110441017e-13,9.09341413635668
PIK3CA,SEC24D,0.00195723174015627,61879,0.9999989272728218,0.03289138080429722,0.9980427682598436,1,1,1.0727271781973968e-6,5.140965430353669e-6,-0.0451894285895356,7.919188302613408e-4,0.00224790359531756,5.852007793454801
AKT3,PFKFB2,0.00196229141750474,61877,1.1799264442605677e-7,0.0329571981422718,0.9980377085824952,1,1.206063407137747e-5,0.9999998820073556,1,0.024304721619881363,1.1011350969517772e-8,7.871510888278882e-8,3.8451376923190086
SMO,ART5,0.00196668779732467,79109,0.9999999999980498,0.03301714488511101,0.9980333122026752,1,1,1.95021776505655e-12,2.2320453927269376e-11,-0.08731164495215146,0.0643547694143978,0.11664921572462496,9.859430888610238
RAF1,IARS2,0.0019699032095671,61874,0.999995861754528,0.03305722324320121,0.9980300967904328,1,1,4.1382454719629536e-6,1.7875323260821998e-5,-0.043226675333890005,0.13262805063119473,0.21977977930319983,10.031696726622238
KDR,SYT11,0.00197228737409311,63870,0.9999999999999628,0.03308706194641413,0.9980277126259068,1,1,3.7081449022480235e-14,5.267291187860817e-13,-0.04456047668185806,0.8317259334025882,1,3.8786947016102578
FGFR1,CAPN12,0.00197233968666766,62965,1.5137125398952646e-8,0.03308706194641413,0.9980276603133325,1,2.085391175184034e-6,0.9999999848628746,1,-0.019473714965459393,8.18893747594214e-5,2.846185969604263e-4,9.76575077966046
FGFR1,RGS6,0.00197344283936713,72092,5.551522021232727e-4,0.03310163640381346,0.9980265571606328,1,0.01590952967470917,0.9994448477978768,1,-0.023990533043227562,0.00163703345936518,0.00434228493888922,3.041151189504254
XPO1,GTPBP4,0.00197499262407274,61872,0.9999999999999368,0.03312334924491982,0.9980250073759273,1,1,6.306066779870889e-14,8.6267412445942e-13,-0.17792504623560387,9.258302013565829e-16,2.2499941897781215e-14,7.323014581647854
RAF1,SLC12A1,0.00197701783439815,137586,0.9999936288158432,0.03315003214310353,0.9980229821656018,1,1,6.371184156805931e-6,2.6790752718872634e-5,0.08641743077717998,0.08401984365246218,0.1473767460828698,3.1687401407481066
PIK3CA,EXT2,0.00197754180647869,61871,0.9999999999986096,0.03315003214310353,0.9980224581935212,1,1,1.390443316040546e-12,1.6025099300353416e-11,-0.2312499434938099,9.875249409485722e-6,4.105978245255414e-5,4.276719328814207
XPO1,NOP58,0.00198009397642125,61870,1,0.03317995311841029,0.9980199060235788,1,1,0,0,-0.1656371080668663,2.4692778884000922e-12,3.3476182948446586e-11,10.176404927415891
PIK3CA,FRMD4A,0.00198520729123543,61868,0.9999978730172212,0.03323987583369529,0.9980147927087646,1,1,2.1269827787939732e-6,9.670876745771614e-6,-0.22338467182660884,2.0367014526785533e-5,7.961183847822982e-5,8.005887626198277
SMO,LRRC4B,0.00199274611960235,64790,0.9999627532831504,0.03333640830131452,0.9980072538803976,1,1,3.724671684945946e-5,1.349075034073605e-4,0.12037943071860606,0.6171444344185439,0.8106075215493699,2.8077519704905196
CDK4,RIOK1,0.00199289974704528,61865,1,0.03333640830131452,0.9980071002529548,1,1,0,0,-0.005778203762826887,2.4039259479897046e-5,9.269380652769468e-5,5.828028240833329
EGFR,KIAA1841,0.00199685334487985,62045,0.9997420701325986,0.03338962702729028,0.99800314665512,1,1,2.5792986740136303e-4,7.844690360401982e-4,-0.20998103522430606,5.559121708952969e-5,1.997391280777281e-4,2.8618981497776743
EGFR,MRPL10,0.00199942231282833,62044,8.247538747319975e-4,0.03341966099845831,0.9980005776871717,1,0.02173683632664876,0.999175246125268,1,-0.04795128836558983,0.5112021944386118,0.6942650955016243,4.83783975494769
AKT1,PLK3,0.00200061925732863,61862,0.9999999426094625,0.03342997673229394,0.9979993807426714,1,1,5.7390537544499416e-8,3.400947199298456e-7,-0.16839743492514875,0.5242562561169007,0.7089488290777077,9.682429844783794
BRAF,FSTL3,0.00200319845397728,61861,1.819962167391341e-5,0.0334622998038683,0.9979968015460228,1,9.04693779812818e-4,0.999981800378326,1,-0.34777074527905283,0.25312491067116266,0.3839599113189801,8.612332249441533
PIK3CA,GPR85,0.00200472155256906,62224,0.9998943592695247,0.03348582812628441,0.997995278447431,1,1,1.056407304752538e-4,3.4783304342548367e-4,-0.2401431388412786,2.396066710458843e-12,3.2553435879609335e-11,5.45785218459904
AKT3,DEGS2,0.00200548608155462,63498,3.4814423283507835e-21,0.03349465247806361,0.9979945139184454,1,1.5056280673476846e-17,1,1,0.1541929938543478,1.7584130214985147e-8,1.211844719332339e-7,6.890389609444425
PIK3CA,CNN3,0.00200578066907215,61860,0.9999130298665662,0.03349465247806361,0.9979942193309278,1,1,8.697013343383908e-5,2.9129451894387793e-4,-0.16305415460466477,4.060533757612376e-9,3.1381801272893014e-8,6.7172098661595
EGFR,GRAP,0.00200605287095904,69651,2.569439921356899e-9,0.03349812005198334,0.997993947129041,1,4.44781363464585e-7,0.99999999743056,1,-0.2408686487593273,4.2356366464737915e-5,1.5578175456994837e-4,7.012696676899179
RAF1,EXOSC5,0.00200714723079752,62041,0.999998631643284,0.03351315907175246,0.9979928527692024,1,1,1.3683567159361587e-6,6.42630112755412e-6,0.010586796573857074,0.08219215007651098,0.14457739821334212,7.947542602315188
RAF1,HSD17B6,0.00201354545610145,61857,0.9999999999345182,0.03359349911423225,0.9979864545438986,1,1,6.548184217081143e-11,6.012759684677359e-10,0.015969849741500498,0.12313936979323102,0.20605965004702667,4.592398410022095
RAF1,LHX2,0.00201502263702881,63127,0.9999368181699324,0.03361220981227041,0.9979849773629712,1,1,6.318183006759348e-5,2.180414068578397e-4,-0.15225135475758755,3.580726277897995e-7,1.9478444285758126e-6,3.5223566182932635
PIK3CA,VPS13C,0.00201613977606175,61856,0.9999989272728218,0.03362652103199479,0.9979838602239384,1,1,1.0727271781973968e-6,5.140965430353669e-6,-0.03898117111546195,0.01464765989966534,0.03131225082911813,9.022199338732554
FGFR1,ANO1,0.00202007503321682,63488,7.215576070441484e-5,0.03367375727530564,0.9979799249667832,1,0.00289564326210084,0.9999278442392956,1,-0.16150412552263213,9.290774089349436e-4,0.00259861699208591,3.1616416070767555
BRAF,NCK1,0.00202133752109999,61854,0.9999997422453072,0.03368251750867285,0.9979786624789,1,1,2.5775469292277364e-7,1.3724957390783388e-6,-0.05301382828846343,1.3539585365388989e-4,4.500724819547178e-4,3.3166623398201236
BRAF,SEPHS1,0.0020239409524178,61853,0.9999999999986096,0.03370788272562323,0.9979760590475822,1,1,1.390443316040546e-12,1.6025099300353416e-11,-0.014792012990929169,0.00426661445507042,0.01033428134974093,10.485653080512607
PIK3CA,CBFB,0.0020239409524178,61853,0.9999999998365908,0.03370788272562323,0.9979760590475822,1,1,1.634092861024783e-10,1.418886812018887e-9,-0.2212021561611177,1.1301049859477409e-13,1.9240221187326457e-12,8.510467477684697
MS4A1,EPM2AIP1,0.00202527751796048,62034,0.9999996831997502,0.03372797776613124,0.9979747224820396,1,1,3.168002498110667e-7,1.6692273158131446e-6,0.35854104326248337,1.0009584065370602e-13,1.7211366785313917e-12,6.443152691331858
MS4A1,ZMYM3,0.00204225036109036,61846,0.999998212873476,0.03394527409065161,0.9979577496389096,1,1,1.7871265240998468e-6,8.292069583389438e-6,0.22748499170764863,6.072425218481542e-4,0.00176592893477603,9.79683747602907
PIK3CA,TSNAX,0.00204750916137395,61844,0.9999999947761382,0.03401416237285996,0.997952490838626,1,1,5.223861787584383e-9,3.639674941689339e-8,-0.03117042083846996,0.00311045765406344,0.00776714771674417,9.10222306184546
FGFR1,TMTC4,0.00204886074009856,62207,0.999999839963804,0.03403334696286134,0.9979511392599014,1,1,1.600361959619434e-7,8.809145481038797e-7,-0.02597495759829631,0.4265132279218786,0.5972150482328377,1.6424975504889283
PIK3CA,DKK2,0.00204926779117779,86237,0.999803459749716,0.03403901887055267,0.9979507322088222,1,1,1.9654025028414956e-4,6.140567958171894e-4,0.00520634342172455,0.01155338273603928,0.0253068566881971,9.290537039561713
MS4A1,THTPA,0.00205278024805114,61842,0.9999999460065112,0.03408208926041921,0.9979472197519488,1,1,5.3993488902115416e-8,3.261081053833474e-7,0.33484241999508474,2.4296959939067118e-17,7.705629052133938e-16,5.699092128360827
XPO1,PSMA4,0.00205278024805114,61842,1,0.03408208926041921,0.9979472197519488,1,1,0,0,-0.15639754746633378,6.437532588094115e-11,6.82505856030639e-10,8.084543242135805
RAF1,HEATR1,0.00205542040666506,61841,1,0.03412155680853395,0.9979445795933348,1,1,0,0,-0.21482315309340058,4.7369824254985496e-11,5.140998241921235e-10,7.370280587023414
EGFR,GDPD1,0.00205645178535981,62748,6.377565569948946e-9,0.03413758643340341,0.9979435482146402,1,9.83872197128328e-7,0.9999999936224344,1,-0.03849630648759444,0.37148952018572706,0.531960170394228,4.106890675163099
ERBB2,CNTN4,0.00206836757865982,67777,8.358147290509149e-6,0.03428881760084518,0.9979316324213402,1,4.7702657262879813e-4,0.9999916418527096,1,0.07458649976782446,7.779901844260382e-30,2.017298926084956e-27,3.366516787144961
RAF1,RIOK1,0.00207132617118299,61835,1,0.03431534935747996,0.997928673828817,1,1,0,0,-0.018731948275120598,2.967599446050969e-4,9.2043023830079e-4,8.450813558408276
PDGFRB,PRSS16,0.00207521955236393,62379,1.2085908684292465e-12,0.0343714124114176,0.997924780447636,1,5.650619614559646e-10,0.9999999999987914,1,-0.12721672056289385,4.8642146674101487e-11,5.268659538245831e-10,5.7354997213800525
BRAF,LARP1B,0.00207665285927045,61833,0.9999999999986096,0.03438822626810294,0.9979233471407296,1,1,1.390443316040546e-12,1.6025099300353416e-11,-0.018099813578627742,0.8272126165540344,1,6.187857364881477
RAF1,PTPRD,0.00207778925109627,64917,0.9999999989887488,0.03439790876915482,0.9979222107489036,1,1,1.0112511938942248e-9,7.857906453976136e-9,-0.007605646256344359,0.02047907780123932,0.04224482983461913,5.453703817364921
RAF1,RNF144B,0.00208034890710376,62376,5.130410699785655e-6,0.03442965498955306,0.9979196510928964,1,3.112231267838296e-4,0.9999948695893002,1,0.07294936891492802,0.00769305891030527,0.01756595414845785,2.241206205700212
PDGFRB,LPAR2,0.00208466619735021,61830,6.794182877143856e-8,0.03448131180126609,0.9979153338026496,1,7.60131430825319e-6,0.9999999320581712,1,-0.10512212236549531,0.2117108082732088,0.32936416999633406,1.9757659420679483
FNTB,SIRT2,0.00209002399716444,61828,0.9999999881622886,0.03454790893446254,0.9979099760028356,1,1,1.1837711366702308e-8,7.813607002472826e-8,0.08052937702492312,0.00279870963856462,0.00705659214093508,5.0460706202328725
RAF1,BCDIN3D,0.00209102080704017,62737,0.9999999986082446,0.03455981793329012,0.9979089791929598,1,1,1.391755377611048e-9,1.0610302367350826e-8,0.101591539718395,0.27326134665585794,0.40993658271142625,9.244640498258825
FNTB,SMYD3,0.0020912485295336,62009,0.9999973060440585,0.03455981793329012,0.9979087514704664,1,1,2.6939559416572223e-6,1.200682096508093e-5,0.0430226954325353,0.00349781024738032,0.00863796313877653,7.8795124847852
PDGFRB,ERP27,0.00209198388162784,64920,4.1326869502417093e-10,0.03457039504289253,0.9979080161183722,1,9.114866759481892e-8,0.9999999995867314,1,-0.07284898798402183,0.04441766795892443,0.08404237974186217,3.1077708432904125
RAF1,SLC16A10,0.00209250852608965,62555,0.999872011051695,0.0345757480667079,0.9979074914739104,1,1,1.279889483050134e-4,4.169971104912115e-4,0.13618853767514152,0.01586957760957578,0.03364085673375812,5.264549889296087
ERBB2,FKTN,0.00209270757896332,61827,0.999995861754528,0.0345757480667079,0.9979072924210368,1,1,4.1382454719629536e-6,1.7875323260821998e-5,-0.07015307772131166,0.5817392627754063,0.7723690898308155,3.9887072710504703
PIK3CA,RNF145,0.00209539428628006,61826,0.9999989272728218,0.03460911903377505,0.99790460571372,1,1,1.0727271781973968e-6,5.140965430353669e-6,-0.12092504498184901,1.226456251116843e-6,6.039047398026645e-6,3.911701529286132
