index,002-064,002-066,001-047,501-053,002-069,002-075,001-043,001-076,001-038,002-070,001-064,502-052,002-074,001-071,502-062,001-078,501-056,002-067,501-059,002-042,301-028,001-046,001-055,301-033
MYO1E,179.2294565,79.79198159,160.098114,163.922023,152.2348558,223.0039157,126.9243684,168.4876932,121.6624229,142.4310243,347.8641067,215.4374094,161.2695927,114.5100587,202.6496256,111.8988959,194.6810399,136.6275987,177.9367328,131.4896628,200.8634594,119.1696559,106.6535378,138.7735718
MIR2116,156.8315338,218.1541617,58.15944159,113.0147724,280.7266774,117.0813553,139.2376975,150.9850872,123.8037906,121.6387749,403.2938411,250.4515068,175.9427996,98.42876919,259.7456102,124.2997193,198.5527864,184.9374397,0,109.6996019,0,52.00495031,181.0649929,0
LDHAL6B,20.12042587,12.49451098,17.7653888,18.49366264,27.23848901,29.2070073,8.202515319,21.2861168,8.508851589,17.51630207,29.98402415,22.49186499,32.24610302,16.03523286,13.45362989,13.42461377,40.93871885,18.44265283,0,47.7501131,261.0592241,9.53126237,4.839461438,0
FAM81A,50.29719506,31.32710992,14.47635236,56.33785099,20.63055185,16.06573176,17.42390348,54.03716307,72.89112067,66.62574641,13.44025969,16.11233531,34.91236179,12.7210041,16.86593989,12.36717981,32.78918749,24.21388336,7.765653721,122.8730059,81.81823823,10.90320983,36.18483076,67.83240233
GCNT3,2.195706052,22.23312951,2.394870974,4.98609249,13.87160852,1.124932382,3.931532976,1.721690547,3.05877185,2.575955703,2.9140068,1.732586088,2.766240883,3.377557106,4.743320217,2.961345118,36.79174548,3.6284641,4.453619197,115.8655462,0,2.441245351,1.118375497,0
GTF2A2,68.9197252,58.55573629,94.87516065,87.07398193,70.91868768,80.88017054,52.64560706,117.7373387,69.55269136,84.17307772,107.347429,102.056644,86.66346047,102.9481093,82.62005512,91.77828394,86.13869324,76.0556409,90.01759651,120.5189135,142.2626109,76.35183716,87.02874193,78.62969484
BNIP2,114.1976551,105.1213428,154.1382114,156.5670833,109.4119756,140.6523832,93.4524747,152.7383722,169.0281393,166.9444922,146.2852905,218.8410004,200.7127615,189.4988141,138.7675621,130.5767627,160.2076066,140.6623739,161.0557018,85.89854638,0,135.2167863,142.6889391,173.8753272
FOXB1,2.31956419,25.40897058,2.580563132,2.14908053,10.25786691,21.93426512,13.23866865,0,2.746617651,3.855123205,0.168814593,0,3.548485849,0.727888846,4.760342996,0.196972854,27.53089108,4.826920875,0,105.8665044,0,1.153742658,0.33474763,0
ANXA2,84.74430658,131.6746245,254.7912304,228.0151523,257.7983609,437.3540479,103.4499669,105.4162694,158.4418832,194.1551842,699.7049984,360.441034,292.2399122,304.3467275,426.105702,199.7724427,612.2832693,217.5240885,464.6599257,244.4406832,206.8570026,114.6067795,91.89517454,114.3315372
ICE2,67.97012715,71.12834005,78.46620477,81.07778798,79.54455435,75.14528238,62.419041,102.0253816,92.48553003,80.57876908,82.69964333,98.46608147,89.9145532,73.44757626,63.59792579,104.0803575,83.71213669,70.93900393,82.86791657,91.5419539,28.47029389,97.39640413,95.07514308,78.6788077
RORA-AS1,54.25312352,42.75536534,199.7449791,76.54356959,102.3318129,117.0388619,31.18716511,104.9237693,150.2052523,97.95322987,75.56056084,101.7232812,81.20551731,134.3207967,49.32579097,116.9996692,46.32589511,43.45377518,94.20973656,102.3794698,0,89.30388107,74.35240027,58.77964122
RORA,101.6123635,49.97951188,282.7057468,150.153983,226.373237,190.8063782,62.81768884,219.9084194,172.5093058,176.4747813,146.4379074,257.4340766,149.5090507,290.8527181,118.352962,180.2101318,60.88501117,98.9771992,231.2684942,70.37065459,107.1043659,163.6492497,196.491451,192.3917082
LOC101928850,5.425523331,14.15054022,21.79669162,4.188964536,27.13542446,0,6.881245284,13.05816971,32.12206459,16.53160184,0,2.599280503,6.916670254,11.35034456,2.930150244,0.767874714,32.19774915,12.23115658,0,75.90026512,0,2.698635259,1.304972922,0
LINC02349,6.088697702,19.85024219,9.878461417,2.350495721,14.42475032,0.946972846,1.44794174,2.536321196,13.5181573,1.264929416,0,1.458498311,9.31453319,9.553292733,3.288309343,0,16.26000981,5.543272826,0,35.9343555,0,0.757123935,0,0
VPS13C,518.2134789,290.7541129,574.2247393,390.5667818,345.5706166,405.7145906,249.9637757,468.7900717,623.8258302,489.4443525,481.0519311,553.6855765,586.1161028,534.3318861,482.247388,458.6222633,360.3637844,426.0698533,728.9821694,155.6717693,439.546196,437.8519615,542.377094,466.7019384
C2CD4A,3.641951437,7.598983862,1.800776131,4.499033029,10.35378849,14.80273868,6.4667726,18.34004409,7.187447931,6.859993113,7.068161632,20.00704054,1.857161099,3.555562699,105.1636168,2.88649566,10.95066166,16.42063837,4.186014212,54.77019313,0,8.695167308,2.102351152,36.56451992
C2CD4B,7.935814486,30.35668284,3.923892328,16.33899303,6.68471457,3.949613504,6.039043537,2.938453505,0,7.034319686,14.24641402,20.27690884,26.70858438,7.194175273,14.28625857,8.535988678,22.60563033,11.00940966,0,52.73352149,0,3.684095152,3.054016326,0
MIR8067,0,0,0,0,51.47013183,0,0,0,0,0,0,0,16.61797399,11.36262848,0,0,0,0,0,56.9868062,0,0,15.67662277,0
MIR6085,0,198.3219652,0,0,24.01939485,0,14.46625429,0,0,0,0,0,0,0,0,0,162.4522798,0,0,199.4538217,0,0,0,0
TLN2,158.111936,123.5520516,115.8715673,181.7591256,157.054449,98.04332548,110.9356165,111.6640612,148.4820587,179.1621239,119.5783465,117.5294183,140.5971435,190.7027462,109.0799602,114.7216856,122.7403862,159.0357416,69.39501998,123.7157581,112.4830416,119.8144774,141.1224882,101.0267151
MGC15885,13.45194187,32.38577246,12.79107994,13.3154371,34.86526593,12.44576148,9.843018383,14.94285399,26.54761696,18.91760623,13.80659717,13.2197084,12.66392409,17.67884423,11.92198587,24.01785446,30.29465195,13.63759409,29.73364734,95.90233242,0,17.15627227,16.42651482,0
MIR190A,59.04245977,51.33039099,36.49219865,91.17158108,170.9615751,61.21900931,74.88413986,21.86209408,116.5212147,65.41917308,28.64684332,66.00133826,30.10785875,30.87961386,0,66.85026922,23.35915135,10.23875098,0,103.2466842,0,58.7350027,71.00587958,0
TPM1,116.7909753,98.26050146,153.5707837,172.6508691,69.19644773,155.749343,70.51839178,62.77510123,227.0110915,265.8114312,257.3845512,169.895822,396.6570952,105.7025746,139.2114062,134.5231149,236.417012,62.33997239,117.3361223,79.05703242,99.34095282,77.07235643,128.1200894,91.51091255
LACTB,53.29909788,62.02910919,77.17187477,55.41506991,57.01481134,40.15991877,52.11377212,50.95050105,77.94704258,66.34922479,70.47167093,84.43757325,43.85474476,63.74783618,66.97415426,72.84965236,98.29345863,82.85356376,47.59346191,121.4242865,0,51.75410135,67.72507987,223.8520939
RPS27L,59.8062763,83.05926157,150.2589539,86.49677763,79.63824288,52.71424949,34.26002432,60.74937133,76.87759463,70.72868953,115.5409155,102.8028939,67.4228395,84.56756952,76.37205574,158.6368251,67.04671995,90.33304835,178.1154976,105.4110623,103.2995819,86.55509463,86.17257454,413.9352252
RAB8B,152.7645066,112.0054681,182.3537263,241.7157585,173.7087531,141.1288312,137.5187136,190.4525558,226.1123513,225.5634627,168.0819709,318.8189277,233.1987296,258.2075492,194.5729626,282.2763426,172.3670084,159.1189784,347.5917562,97.16680399,267.9655527,153.9256848,198.6995807,320.897908
APH1B,86.20980141,77.75474439,160.420188,91.83321574,93.92849889,73.42232092,48.53092106,84.66892213,117.3668123,101.6503135,91.03780495,116.174897,103.6738091,81.17505206,80.83528882,113.1391372,90.46682167,135.5886774,105.9769903,104.8021183,0,79.64601613,139.7157763,46.28505277
CA12,26.17594048,56.73629241,108.3736951,241.7823081,228.9874146,155.7069372,37.51965067,92.0110497,68.64228459,39.33283377,1066.478831,121.3963291,59.60908589,68.26345048,247.6196082,131.7446092,242.3036291,123.1195906,517.2371476,134.1852805,0,43.04267965,101.5978669,162.0009917
USP3,75.62818939,82.04664505,104.4732542,104.8050439,95.96620664,88.46951113,79.52340715,128.5285013,125.6535124,100.9851609,118.4717067,103.8451173,106.1375701,117.309919,87.15788007,121.4911513,124.0315577,80.7073107,154.1638297,122.6420073,58.70806352,117.7814331,150.8097571,64.89684241
USP3-AS1,8.717798335,10.38005528,10.89350215,10.24264392,9.279045707,9.314277728,7.932102726,13.99971528,15.70864909,10.39428914,12.68938001,12.52966868,14.78617511,8.623342945,8.904642607,14.48409878,19.34466935,4.732536991,26.13947019,18.3930453,0,13.00860205,18.05111519,0
FBXL22,15.73812108,27.76727017,27.035933,14.65287586,22.29802704,15.26240381,7.925618012,19.79626532,21.9243016,24.23351355,5.726990675,10.64453554,14.87064966,6.536498231,9.999590391,10.02337843,24.72295349,12.52221343,0,60.7081361,0,10.13046071,17.03433802,0
HERC1,302.428638,176.2216043,252.6526966,309.2898396,191.3568121,196.504443,153.9143651,265.141488,363.1597211,341.4478939,226.2410438,231.6621382,284.5103524,209.9731682,197.1740852,272.4303262,253.1521839,250.2368987,212.1827516,154.0771711,106.8783411,227.0548508,357.0564724,199.369765
MIR422A,9.29372052,96.9574052,0,14.35108221,58.71407631,0,0,0,0,15.44619364,0,17.80988493,0,0,10.03847769,0,66.18426215,9.669931485,0,195.0215146,0,0,13.4122217,0
DAPK2,30.4783782,37.50225818,26.6613955,21.63416154,18.73096359,4.281552811,9.936782076,13.24221023,37.83601006,29.20842083,8.0498219,8.419527587,8.930390811,10.28413039,19.38078119,20.61138875,41.13420936,14.70522934,6.35651732,97.35315835,0,6.662990989,22.61317132,27.76185082
LOC101928988,48.37589599,40.7004033,33.2753024,20.48242143,12.32338355,4.854119208,22.26615632,18.20141694,129.3472439,46.68439123,5.678595341,7.476164382,10.74277609,10.61006633,8.427826417,17.88961845,64.82600304,15.42498399,0,126.8913306,425.1953407,6.209546305,38.28488657,117.5044507
CIAO2A,116.5827331,119.6952038,119.4069951,120.5871908,110.4785883,106.8352977,85.19727637,134.4373683,105.1784416,121.7925534,110.1667597,158.5158563,118.899398,136.6582321,115.1315671,129.4854219,143.2040008,123.997617,185.045907,95.13770788,0,110.8211684,110.0276948,55.73662439
SNX1,233.7813608,324.9246785,273.9338019,248.450087,206.4799343,192.112243,150.8545549,200.9385289,316.1808934,263.5746436,216.7827701,253.2300372,226.7931591,293.2496037,192.3400628,285.2310592,201.8183905,247.8679342,243.0723392,138.959553,93.12685774,222.0237903,275.4787307,270.2278265
SNX22,107.7633243,524.296286,63.4674445,60.02221308,32.98658007,66.59040149,180.7341116,23.20028017,80.7182682,71.83404084,54.25613771,24.87577997,31.2851298,72.2148533,44.80499665,162.9453578,42.69211985,69.87099792,85.01956731,79.13132375,0,62.04162617,187.3338751,21.84233937
PPIB,96.11961675,210.1775441,146.7206652,256.3704645,144.9109748,208.3862389,132.9921462,236.7336159,100.5950707,112.1485098,285.4708647,202.8032166,152.2430176,182.8044465,209.7418437,158.2989544,238.5399117,164.1587324,225.9791712,137.5224261,0,135.2189074,120.4998212,584.8625473
CSNK1G1,60.8758986,74.85014906,72.07949093,80.0366032,71.69856792,74.01275112,53.27456092,68.58896744,90.61953482,79.49538213,95.06504696,86.57737261,83.81554566,61.85768633,57.48797578,88.39780415,100.5356696,62.79724689,124.4466598,76.64601009,94.78257542,81.75450703,60.61855659,104.774191
PCLAF,14.56648441,26.11913773,6.330279357,19.3300291,35.58791972,16.42501855,17.75314472,46.52015665,4.042572755,12.86132042,29.31916719,20.2814608,20.54298118,23.09318969,15.24209673,30.73065947,23.23202671,4.973107621,35.31629133,62.08848219,0,28.07559766,18.39390404,34.2761282
TRIP4,90.03198158,92.80164146,88.96663963,108.6390335,90.25657235,92.56835052,65.12844745,111.0894516,52.66548618,86.01683086,171.4610047,124.4912678,115.0512198,84.58804958,92.87937299,111.475463,125.4152309,79.37259263,83.65283316,147.0674651,0,114.2332392,59.51862481,162.3780485
ZNF609,225.6827179,224.4221313,186.4380162,211.7827307,239.5196921,139.8858406,163.4380975,195.1560115,221.6038788,245.96329,236.9744599,158.277412,202.1007419,172.8607403,147.3945568,208.8863938,224.4210408,187.538549,223.8370182,130.784532,188.1643846,209.5998724,256.3293493,155.9999642
OAZ2,207.5003928,220.6852164,228.2605816,239.2595364,272.1008229,159.6833734,146.0392038,221.4139081,213.0374183,255.1612122,250.767244,225.2529052,272.0638117,218.7591122,171.3647051,246.8540527,165.3959465,208.6390771,195.5110379,143.5776305,0,196.8744306,224.2364011,229.8926862
RBPMS2,29.81588095,74.65351541,16.95395636,90.23993232,54.62585759,23.74273365,24.95841401,31.35402513,28.24421079,82.59015137,48.02839345,67.80284138,34.66553604,26.61360891,34.78160758,32.74598798,46.24090559,30.60919377,20.56200422,160.5868698,0,35.19726675,9.75318403,239.4767512
MIR1272,12.96798212,135.2894026,0,60.07429761,10.24082726,0,0,7.202627894,0,10.77641417,28.31374049,18.63825167,59.51553475,6.78234413,56.02871267,11.01215675,61.56675549,33.73231914,0,170.0769022,0,19.35067918,0,0
PIF1,32.15675206,98.39427397,10.99233432,49.1006743,65.25887992,26.5992388,41.0125766,63.25967836,9.572458037,16.42153319,60.40386261,30.98369156,51.66705143,38.71005432,41.91323158,66.66541157,54.58495847,17.75728398,61.94509863,102.7255723,97.89720902,34.13383336,37.33298824,27.05428933
PLEKHO2,184.5506609,257.9624594,260.9177493,190.5635506,181.4203419,165.2962608,202.2787452,99.88056956,203.6224667,245.8273549,259.956053,294.8610484,244.4999253,185.7534776,235.7598939,161.4889432,346.8403956,319.7236417,116.2656729,104.9531263,0,125.8964236,146.3053154,135.40959
ANKDD1A,102.8716809,123.0991097,96.45091844,110.6056982,239.3826437,80.43737504,73.0354702,105.5965641,153.4940698,132.0276675,141.5124463,148.569048,155.8483986,104.6499663,74.31624849,150.7219213,127.424101,105.4796818,128.9363905,98.5182199,90.5641576,119.3644319,71.95111979,75.08331281
SPG21,200.3411609,208.1310104,342.6583554,235.1012086,247.7621987,228.1072852,181.7815785,229.5437545,231.2578966,236.6373929,419.9930745,275.6664338,300.700633,237.2373046,261.0810705,219.5229074,337.4849019,229.4271969,209.9943509,228.0473774,228.8774317,198.6711835,197.5970799,189.7536095
MTFMT,43.13781115,71.19250032,45.64183062,68.49380144,56.58415134,44.27318797,36.16563573,60.10164849,57.7173849,63.18897399,68.2887491,65.85298361,71.21227956,63.22283025,59.7570219,56.70683167,66.5313824,49.44851328,42.01870326,136.8048649,0,61.58161948,56.62677518,220.2181313
SLC51B,73.32383397,66.10732173,52.03297805,43.33281316,88.64300482,39.42133175,70.60909832,53.29476938,26.79735728,127.8824474,11.19986163,22.55147767,88.6291946,11.36262848,17.59992841,50.73457932,38.67911424,32.96567552,15.60694693,99.72691085,0,20.71192826,27.43408984,0
RASL12,185.3197684,66.72376449,203.6267407,139.7102744,283.3321008,151.003845,168.5661261,228.0393364,94.20355571,244.2238525,77.42714973,137.2111799,182.7977139,67.87909649,76.49612053,144.3882284,71.09685751,66.22153751,59.16785101,104.7485942,0,70.14170098,81.04363727,93.96849767
KBTBD13,0.267744829,8.379801346,0.496452766,0.826886939,6.766026719,1.665690074,3.565626057,1.784517922,0,4.894920521,0.58458267,0.769633312,2.047989752,0.840194359,3.759609121,2.046273046,3.177861499,1.392915867,0,14.04604378,0,0,0.772791263,0
UBAP1L,151.0991722,128.2959105,139.9024368,132.2465003,133.7162188,91.56315509,58.53613205,107.5432674,287.7538901,175.5611185,104.4052596,121.3997369,127.4187438,133.8623061,109.0167387,131.0564051,99.55552085,139.6793055,135.1529425,115.1485981,53.39847765,127.4048173,170.6852909,147.5688509
PDCD7,179.4391912,176.6812685,187.9320029,181.2628188,182.9483429,131.5782911,113.628291,183.5300834,205.1277644,193.37584,235.4066526,180.1083108,162.1729332,206.6277305,175.9448794,211.6580781,128.890526,163.297792,142.6479774,119.3640182,0,188.021607,172.7626826,155.7524218
CLPX,126.5144082,123.8377406,127.799542,171.2353995,132.5662994,129.9712862,102.8611342,169.9706756,122.420888,156.8095542,227.4016953,202.5258843,155.5839176,171.5879661,160.3104997,167.1333239,129.0720366,177.6922953,232.3808952,126.955042,0,153.7388606,136.1606979,415.1924337
CILP,7.807510898,56.09458896,4.91661359,9.098960188,25.59305017,9.164522352,12.05096562,8.018283008,4.360823903,19.34174653,3.323548439,6.069413057,13.74685168,8.012674256,14.16136074,14.38581767,26.57627997,7.357186336,7.619312589,81.91727936,0,10.11156484,4.251849077,0
PARP16,41.08093853,65.57505666,37.04555593,36.05102777,54.95580814,51.39373621,41.42644479,54.86059571,46.51779572,52.60660154,60.1230045,44.95490278,57.35118827,46.9630914,51.16228966,56.61684939,61.81460877,50.45181645,50.31418317,111.8782843,0,52.926133,78.07597656,33.80697024
RNU5A-1,230.7406474,150.451146,681.8693152,578.9919373,455.5402472,1812.293776,246.9239956,440.5400423,853.8192456,407.4599357,624.4888366,386.9043967,617.7302055,377.121721,155.7694814,226.5561387,222.5160538,307.603855,621.5870241,226.9646937,0,1104.656876,509.8956698,2171.806399
RNU5B-1,360.5322615,75.225573,668.4993287,779.4122233,933.8575068,1139.412423,493.8479913,688.8444298,1366.110793,743.015177,703.2059169,449.0854605,816.2863429,588.3098848,124.6155851,391.8808886,359.4490099,405.1367846,1118.856643,226.9646937,0,1786.101052,1508.874941,1085.903199
IGDCC3,28.66996482,58.5542545,7.312999548,89.47954412,148.7817249,13.40067904,40.69125935,130.7602217,27.84125868,60.75951036,91.85277293,23.11021521,18.33281389,38.24016987,86.1845364,21.5120505,36.00884774,68.65756577,62.76743835,116.1852875,0,85.86381349,78.80957255,68.53360779
IGDCC4,104.6229701,179.8146916,206.0020296,230.890623,126.4021048,62.28767032,118.0046862,476.3376988,98.79604239,206.9088493,321.5109033,203.8587826,116.5548358,67.06322055,291.9445972,194.6545771,109.7135098,299.9595232,149.5268011,123.2482731,59.82535834,186.2048884,72.72068229,148.7968159
DPP8,161.3727008,120.4964717,183.4795298,182.0202386,133.1287486,130.3579394,90.6992067,207.10218,192.0528884,227.2228721,163.4688026,206.1104791,213.5355138,260.8230108,148.2029685,190.387583,157.8933137,155.5465916,176.5353413,114.3084678,133.9171693,164.1178649,204.3948505,234.3874891
HACD3,224.3777155,166.6754379,229.5551684,261.2689973,174.1186045,119.8577418,118.8867529,279.7633071,205.93244,276.3070162,196.4220845,254.4197545,246.0322205,345.3316464,185.557595,244.8047153,146.3816004,231.2523085,245.9711156,144.121834,128.5056118,191.8919621,308.1559085,177.5652257
INTS14,80.26595679,104.6725431,114.9374238,100.3212231,91.94122282,90.97057535,97.89633842,111.6732383,88.22122847,99.06109937,109.6030947,128.4976852,101.51569,126.978048,108.1580399,93.29860169,110.359506,104.1871953,65.08208082,113.6081388,108.2682673,97.04296666,112.9684992,59.84074638
SLC24A1,37.56774741,100.3835751,74.95081421,42.37076451,72.56850416,52.7006443,72.87272086,39.58353064,76.32113909,77.74108029,34.98074742,55.22946482,60.99294041,47.29049921,47.93804074,46.75802489,75.84524097,53.65087482,34.92492483,90.81252824,0,45.98236029,58.20230949,0
DENND4A,172.0427507,111.7159597,196.3649915,140.1874989,148.1116878,189.5697365,194.4358267,132.509233,251.2670362,222.0744757,143.3757924,171.4848988,190.1970377,159.2864452,122.2137173,142.1504301,141.6765623,146.8922944,101.813181,116.0711217,171.6311419,140.9122178,196.4676474,130.4351391
MIR4511,19.22838728,0,53.47994629,14.84594711,30.36934982,0,36.58133269,10.6797586,0,63.91528404,27.9882952,18.42401889,73.53931017,0,0,0,0,0,0,201.7463944,0,0,55.49884841,0
RAB11A,190.2594757,173.6015512,195.7761485,252.4072381,138.3863902,177.545905,219.3624088,261.4021337,269.4040232,270.1996127,180.5873299,265.5491469,262.4498867,294.9782363,199.9389051,217.4619838,170.2380405,186.4696471,228.498892,109.6996019,240.7444042,164.0719559,305.600305,133.0613779
MEGF11,64.59646405,172.2503353,34.87515016,86.08020921,54.84281853,39.71013272,287.5587544,82.4388692,100.7763863,87.83961769,38.52662308,36.69619147,46.87120868,92.49535675,78.50604345,113.6107674,65.05290724,40.02572373,108.5816649,129.9250475,0,56.55564804,317.8647414,115.3523545
MIR4311,8.364348468,349.0466587,0,103.3277919,0,10.40723158,397.821993,18.58277997,0,41.70472284,12.17490841,16.02889644,12.79583997,148.7368068,63.24240943,170.4681865,79.42111458,8.702938337,0,526.5580893,0,24.96237615,410.413984,0
DIS3L,137.2516342,160.5255053,148.3586442,165.8452878,152.8607368,88.25853126,156.611307,156.7366559,99.29811021,148.0686444,126.4300184,188.1242812,149.4731122,149.6831908,129.6359701,176.1337345,120.5342523,133.2017052,61.01523843,123.5028631,83.85014812,147.0986232,141.4500865,46.34465457
TIPIN,31.75948305,57.34611042,44.16635214,49.98514942,71.38294053,63.0741308,120.8426061,107.1952988,65.08852081,62.42766105,64.45278275,63.49526335,57.46215102,63.56683321,52.11652162,77.01875897,73.9407967,57.51120259,126.3598595,128.1630983,0,61.97304046,54.64782554,137.9679859
SCARNA14,12.30051245,0,68.42287246,37.98815878,0,7.652376164,152.1084091,95.64666159,109.2386388,61.33047476,44.76069269,41.25083641,28.22611758,25.73301155,26.57244094,47.00409555,102.1962871,25.59687746,106.0354335,96.79376642,0,48.94583558,17.7514699,0
MAP2K1,211.994426,173.2897414,167.0460793,277.7956034,143.6232075,255.7145424,197.6389302,230.4865169,245.0239949,247.9917323,287.263911,199.0798648,175.2913789,195.5397068,240.5382789,174.0447097,227.2229801,189.5254495,213.5698533,147.6938431,0,147.8754023,240.5261434,127.1943162
SNAPC5,61.82050766,84.58319679,96.46261718,97.5479457,78.43166696,88.26811924,86.7624702,76.92790576,60.00183713,88.14810831,69.33207132,79.95027099,74.4184554,77.38610825,59.11187588,87.49460973,81.79476663,94.55130907,64.0666432,93.92696127,184.091036,69.22791447,68.25282448,101.7486035
MIR4512,43.45116087,509.9707676,80.56719182,67.09596876,120.0969743,175.7065072,289.3250858,72.40044143,0,54.16197771,94.86941619,114.4921174,49.85392196,90.90102782,117.3328561,92.24468968,103.1443046,79.11762124,0,398.9076434,0,75.64356408,94.05973659,0
RPL4,445.7307465,398.2703897,525.6366481,799.2751953,375.8998895,571.6648334,800.6087817,541.8459019,324.0220443,649.5993258,772.0832451,871.4587213,471.5457518,682.2803612,642.2012745,620.7546282,617.0039343,478.0487255,606.7593643,189.3193344,650.1114711,575.1419286,715.9959963,449.1523306
SNORD18C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD18B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD18A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWILCH,25.17408527,35.97677373,26.53601953,38.07429973,48.20218695,23.38462673,55.76560611,88.68096397,19.39618241,36.10798514,36.39170727,50.55496093,83.61742467,40.22009763,37.621011,56.51817494,49.52563834,22.4256296,29.72751796,93.16890538,0,43.91100319,36.08111589,129.8338189
LCTL,22.82482811,43.40759329,23.36517267,14.31844757,40.93128827,6.212389518,21.25939019,9.772070193,15.48427171,18.57231356,30.10850005,35.76658244,28.37053774,18.65241031,45.96926536,19.98809748,67.16254004,27.95429312,12.2974579,103.5254913,0,9.460820977,12.35235881,35.80579054
LINC01169,6.024740793,62.85353999,3.72369374,3.101074186,34.89011738,3.748102611,7.641238761,1.115412963,0,5.006569368,2.923147278,4.810593168,6.14446097,1.050327002,15.18425196,3.410728022,40.52097682,2.089541017,0,273.9197743,0,2.996683811,4.34729875,302.4364253
SMAD6,53.3769783,74.96180872,55.46763013,39.70197707,30.72607254,37.82899745,51.33187006,12.70561744,55.5641136,87.2504136,63.53549095,32.50366446,26.62061144,21.37199393,47.72852645,8.218574911,73.09972853,62.04759684,28.6528661,91.80097591,53.27365652,17.89417645,31.88459436,0
LINC02206,10.46997722,6.068265972,6.471147883,19.76018273,18.37366783,2.894918382,8.852784267,12.92265644,0,17.40113609,1.693311323,15.60532337,17.79671762,0,6.28277463,7.903022092,16.56907815,10.8938032,0,48.82318862,0,4.629091543,3.357718923,0
SMAD3,104.4422933,121.5864567,116.0279821,191.5938692,138.1951893,105.8570501,129.9637122,175.7695961,143.3098541,217.9850286,187.32134,180.5613093,154.1535276,227.2172516,164.6181228,106.3522939,145.9884368,187.8640709,131.3793796,128.8646985,97.70833981,97.7447812,83.44903212,121.5094255
AAGAB,116.2276551,136.0168529,137.17645,154.1926329,115.5693938,140.087675,138.0551914,163.9128731,142.4132536,166.2948107,125.9270372,147.9709627,190.175002,160.6914013,130.7816172,127.5353055,139.150092,121.1428826,108.0341681,106.0411812,110.1521037,117.8343195,130.9782211,213.086853
IQCH,16.79446547,49.00964037,29.39820131,31.73680775,44.14685182,32.00201792,36.41953657,34.96338831,27.11793223,53.48260815,15.9836273,28.24524716,41.86226781,14.37319853,26.89331006,47.87087518,50.73940906,26.27256027,22.27309865,93.64975846,64.0001973,37.03581971,24.23691284,35.37342632
IQCH-AS1,12.95844189,26.05614879,17.71864587,20.12182203,28.12726436,20.08665954,19.55711373,40.8518791,22.28768258,27.55288653,8.693352466,22.4743052,28.90526426,13.55470905,18.68856284,34.057244,20.79356687,20.41281192,7.488741021,47.47256445,0,19.66051782,19.53675707,0
C15orf61,13.55619516,26.63216455,23.17726993,17.67077056,20.29843619,10.5145678,15.7420616,18.18773455,23.97379233,23.7008528,10.7629163,12.48303869,13.73579959,15.10074431,10.64911125,13.15617801,28.83633396,18.13493781,36.42387445,56.33909256,0,17.68890753,18.03917,0
MAP2K5,85.28942087,114.4756484,119.9179635,150.185744,121.5770006,105.4996642,118.2949118,118.3816533,151.5864341,118.5405559,128.9848178,116.2899463,154.1299746,100.6917244,108.286262,129.1810696,116.4243133,103.2727924,111.7892943,153.5053066,90.60016005,109.1576775,153.0768774,75.11316108
SKOR1,15.96037205,63.8924991,12.3880772,20.34688602,62.72648712,28.1713391,34.60089222,26.59394959,19.77784097,25.60085789,10.67026586,14.58142343,30.09449827,26.40103071,18.44211122,25.68810961,33.04073438,32.05431027,35.19614124,99.30649565,0,21.0466007,34.01413224,0
LOC101929076,2.105827912,41.74148109,0,8.454565046,12.63860404,1.572089363,10.41628582,4.21059969,14.96118316,8.399742766,1.532591693,0.807094483,2.577208453,6.167630161,6.823738609,3.218810168,5.998573608,10.07893161,0,112.6823706,229.5112816,6.703558549,10.33267835,0
RNU6-1,39.0857405,40.77647882,28.98912977,48.2840149,111.1177612,194.5276931,14.8718502,34.73416816,0,38.97637648,5.689209538,37.45069261,35.87618683,81.76844792,50.66147618,33.19084629,55.66900554,56.93511062,134.774009,164.0367879,0,62.21152934,56.40653986,2354.481703
PIAS1,92.70152336,91.38419848,105.9000383,125.7994273,96.90552324,86.60474483,127.7872843,103.2376665,135.8155607,169.4772557,97.42671144,127.589835,112.731266,110.0329749,74.33395143,107.9402358,130.9139251,94.81927746,139.5082514,93.14214347,42.81106464,94.40703293,123.0115008,59.1550536
CALML4,4.316654628,10.39241739,1.539220368,4.871050134,10.48881871,1.859171978,9.159855337,5.532784825,2.948879491,4.966818916,2.779107716,2.227119394,2.53986502,4.515280312,3.227934469,4.088574673,9.458648024,3.800409754,14.3120474,27.00029901,0,4.624497368,5.271178834,0
CLN6,52.50496519,98.6208901,52.37306287,62.08250023,73.39259539,35.56937809,65.22027227,69.20466123,55.96794456,53.38022803,67.22392921,53.25504807,48.78588224,64.68993182,42.68813428,72.24703575,100.5741239,56.2894296,66.76305074,97.98875119,62.06555082,51.21184649,67.55420488,17.15206579
