"interaction","name","selected","shared interaction","shared name"
"interacts with","HEMK1 (interacts with) HOXA11","false","interacts with","HEMK1 (interacts with) HOXA11"
"interacts with","HERC2 (interacts with) IGF2BP3","false","interacts with","HERC2 (interacts with) IGF2BP3"
"interacts with","HERC2 (interacts with) TWIST1","false","interacts with","HERC2 (interacts with) TWIST1"
"interacts with","HES3 (interacts with) QSOX1","false","interacts with","HES3 (interacts with) QSOX1"
"interacts with","HEXA (interacts with) TTPAL","false","interacts with","HEXA (interacts with) TTPAL"
"interacts with","HEYL (interacts with) SLC9A2","false","interacts with","HEYL (interacts with) SLC9A2"
"interacts with","HFE (interacts with) ZNF598","false","interacts with","HFE (interacts with) ZNF598"
"interacts with","HGFAC (interacts with) TSC22D2","false","interacts with","HGFAC (interacts with) TSC22D2"
"interacts with","LYZL1 (interacts with) PAQR9","false","interacts with","LYZL1 (interacts with) PAQR9"
"interacts with","RNF149 (interacts with) SCN4A","false","interacts with","RNF149 (interacts with) SCN4A"
"interacts with","TLX1 (interacts with) ZFPM2","false","interacts with","TLX1 (interacts with) ZFPM2"
"interacts with","PCM1 (interacts with) RGS19","false","interacts with","PCM1 (interacts with) RGS19"
"interacts with","PCM1 (interacts with) UCN","false","interacts with","PCM1 (interacts with) UCN"
"interacts with","HHATL (interacts with) INHBA","false","interacts with","HHATL (interacts with) INHBA"
"interacts with","HHATL (interacts with) TFAP2A","false","interacts with","HHATL (interacts with) TFAP2A"
"interacts with","HIC1 (interacts with) PTCD1","false","interacts with","HIC1 (interacts with) PTCD1"
"interacts with","HIC1 (interacts with) TFG","false","interacts with","HIC1 (interacts with) TFG"
"interacts with","HIGD2B (interacts with) S100A10","false","interacts with","HIGD2B (interacts with) S100A10"
"interacts with","HINFP (interacts with) LEPREL1","false","interacts with","HINFP (interacts with) LEPREL1"
"interacts with","HINT3 (interacts with) PLOD3","false","interacts with","HINT3 (interacts with) PLOD3"
"interacts with","NFKBIE (interacts with) PCDHGA11","false","interacts with","NFKBIE (interacts with) PCDHGA11"
"interacts with","SPINK1 (interacts with) TAF8","false","interacts with","SPINK1 (interacts with) TAF8"
"interacts with","SPINK1 (interacts with) TOR1AIP2","false","interacts with","SPINK1 (interacts with) TOR1AIP2"
"interacts with","HIST1H1B (interacts with) KANK2","false","interacts with","HIST1H1B (interacts with) KANK2"
"interacts with","HIST1H1B (interacts with) PCDHGA11","false","interacts with","HIST1H1B (interacts with) PCDHGA11"
"interacts with","HIST1H1B (interacts with) SEMA3E","false","interacts with","HIST1H1B (interacts with) SEMA3E"
"interacts with","HIST1H1T (interacts with) SEMA3E","false","interacts with","HIST1H1T (interacts with) SEMA3E"
"interacts with","HIST2H2AC (interacts with) UBE2D3","false","interacts with","HIST2H2AC (interacts with) UBE2D3"
"interacts with","HIST2H2BF (interacts with) KPNA3","false","interacts with","HIST2H2BF (interacts with) KPNA3"
"interacts with","PON3 (interacts with) STRN4","false","interacts with","PON3 (interacts with) STRN4"
"interacts with","PON3 (interacts with) ZWILCH","false","interacts with","PON3 (interacts with) ZWILCH"
"interacts with","RALYL (interacts with) RIN3","false","interacts with","RALYL (interacts with) RIN3"
"interacts with","RALGAPB (interacts with) RAPSN","false","interacts with","RALGAPB (interacts with) RAPSN"
"interacts with","RALGAPB (interacts with) TPM1","false","interacts with","RALGAPB (interacts with) TPM1"
"interacts with","HKR1 (interacts with) RASSF3","false","interacts with","HKR1 (interacts with) RASSF3"
"interacts with","RASSF3 (interacts with) SSB","false","interacts with","RASSF3 (interacts with) SSB"
"interacts with","RASSF3 (interacts with) SYMPK","false","interacts with","RASSF3 (interacts with) SYMPK"
"interacts with","MTNR1A (interacts with) TRIB3","false","interacts with","MTNR1A (interacts with) TRIB3"
"interacts with","QSER1 (interacts with) RGS16","false","interacts with","QSER1 (interacts with) RGS16"
"interacts with","QSER1 (interacts with) SLC39A1","false","interacts with","QSER1 (interacts with) SLC39A1"
"interacts with","SPAG16 (interacts with) TM7SF4","false","interacts with","SPAG16 (interacts with) TM7SF4"
"interacts with","HSD17B11 (interacts with) PIGT","false","interacts with","HSD17B11 (interacts with) PIGT"
"interacts with","HSD17B11 (interacts with) RPN1","false","interacts with","HSD17B11 (interacts with) RPN1"
"interacts with","HSD17B11 (interacts with) TEAD4","false","interacts with","HSD17B11 (interacts with) TEAD4"
"interacts with","KCNA4 (interacts with) PCBP1","false","interacts with","KCNA4 (interacts with) PCBP1"
"interacts with","KCNA4 (interacts with) TMEM189","false","interacts with","KCNA4 (interacts with) TMEM189"
"interacts with","KCNN2 (interacts with) KLHL31","false","interacts with","KCNN2 (interacts with) KLHL31"
"interacts with","KIF5B (interacts with) MYL9","false","interacts with","KIF5B (interacts with) MYL9"
"interacts with","KIF5B (interacts with) RGS19","false","interacts with","KIF5B (interacts with) RGS19"
"interacts with","KIF5B (interacts with) SLC4A2","false","interacts with","KIF5B (interacts with) SLC4A2"
"interacts with","HMG20B (interacts with) TSC22D2","false","interacts with","HMG20B (interacts with) TSC22D2"
"interacts with","HMGA2 (interacts with) MECP2","false","interacts with","HMGA2 (interacts with) MECP2"
"interacts with","HMGA2 (interacts with) ZNF671","false","interacts with","HMGA2 (interacts with) ZNF671"
"interacts with","HMGA2 (interacts with) ZNF814","false","interacts with","HMGA2 (interacts with) ZNF814"
"interacts with","HMGB1 (interacts with) MAP3K12","false","interacts with","HMGB1 (interacts with) MAP3K12"
"interacts with","HMGB1 (interacts with) MFI2","false","interacts with","HMGB1 (interacts with) MFI2"
"interacts with","HMGB1 (interacts with) QSOX1","false","interacts with","HMGB1 (interacts with) QSOX1"
"interacts with","HMGB4 (interacts with) HOXA9","false","interacts with","HMGB4 (interacts with) HOXA9"
"interacts with","PSMD12 (interacts with) RHOJ","false","interacts with","PSMD12 (interacts with) RHOJ"
"interacts with","HMGN4 (interacts with) PTGER1","false","interacts with","HMGN4 (interacts with) PTGER1"
"interacts with","HMGXB3 (interacts with) SELE","false","interacts with","HMGXB3 (interacts with) SELE"
"interacts with","HMGXB4 (interacts with) QSOX1","false","interacts with","HMGXB4 (interacts with) QSOX1"
"interacts with","SLC26A9 (interacts with) SPOCK1","false","interacts with","SLC26A9 (interacts with) SPOCK1"
"interacts with","SLC26A9 (interacts with) SRP72","false","interacts with","SLC26A9 (interacts with) SRP72"
"interacts with","SLC26A9 (interacts with) ZBED4","false","interacts with","SLC26A9 (interacts with) ZBED4"
"interacts with","SLC26A9 (interacts with) ZBTB2","false","interacts with","SLC26A9 (interacts with) ZBTB2"
"interacts with","HMX2 (interacts with) PTPN12","false","interacts with","HMX2 (interacts with) PTPN12"
"interacts with","HNF1B (interacts with) IGF2BP3","false","interacts with","HNF1B (interacts with) IGF2BP3"
"interacts with","HNF1B (interacts with) ZIC4","false","interacts with","HNF1B (interacts with) ZIC4"
"interacts with","HNRNPA3 (interacts with) ITGA3","false","interacts with","HNRNPA3 (interacts with) ITGA3"
"interacts with","ITGA3 (interacts with) KHDRBS3","false","interacts with","ITGA3 (interacts with) KHDRBS3"
"interacts with","MAK (interacts with) SLC1A5","false","interacts with","MAK (interacts with) SLC1A5"
"interacts with","NIPAL2 (interacts with) PITX1","false","interacts with","NIPAL2 (interacts with) PITX1"
"interacts with","NIPAL2 (interacts with) PKMYT1","false","interacts with","NIPAL2 (interacts with) PKMYT1"
"interacts with","NIPAL2 (interacts with) RCC1","false","interacts with","NIPAL2 (interacts with) RCC1"
"interacts with","NIPAL2 (interacts with) TRIB3","false","interacts with","NIPAL2 (interacts with) TRIB3"
"interacts with","NIPAL2 (interacts with) TWF2","false","interacts with","NIPAL2 (interacts with) TWF2"
"interacts with","SLC7A14 (interacts with) TFB1M","false","interacts with","SLC7A14 (interacts with) TFB1M"
"interacts with","HNRNPH3 (interacts with) LIPH","false","interacts with","HNRNPH3 (interacts with) LIPH"
"interacts with","HNRNPH3 (interacts with) RGS19","false","interacts with","HNRNPH3 (interacts with) RGS19"
"interacts with","IRAK3 (interacts with) MELK","false","interacts with","IRAK3 (interacts with) MELK"
"interacts with","IRAK3 (interacts with) ZNF579","false","interacts with","IRAK3 (interacts with) ZNF579"
"interacts with","ITPR2 (interacts with) PLXNA3","false","interacts with","ITPR2 (interacts with) PLXNA3"
"interacts with","ITPR2 (interacts with) TPM2","false","interacts with","ITPR2 (interacts with) TPM2"
"interacts with","SLC22A17 (interacts with) SLC4A2","false","interacts with","SLC22A17 (interacts with) SLC4A2"
"interacts with","HNRNPUL1 (interacts with) IFT57","false","interacts with","HNRNPUL1 (interacts with) IFT57"
"interacts with","HNRNPUL1 (interacts with) IGFBP1","false","interacts with","HNRNPUL1 (interacts with) IGFBP1"
"interacts with","TRAPPC9 (interacts with) TRPV3","false","interacts with","TRAPPC9 (interacts with) TRPV3"
"interacts with","HORMAD1 (interacts with) KIF13B","false","interacts with","HORMAD1 (interacts with) KIF13B"
"interacts with","HORMAD1 (interacts with) SLC35A4","false","interacts with","HORMAD1 (interacts with) SLC35A4"
"interacts with","HORMAD1 (interacts with) TBX3","false","interacts with","HORMAD1 (interacts with) TBX3"
"interacts with","KIF13B (interacts with) PTCD1","false","interacts with","KIF13B (interacts with) PTCD1"
"interacts with","INSM2 (interacts with) KY","false","interacts with","INSM2 (interacts with) KY"
"interacts with","INSM2 (interacts with) PI3","false","interacts with","INSM2 (interacts with) PI3"
"interacts with","INSM2 (interacts with) S100A11","false","interacts with","INSM2 (interacts with) S100A11"
"interacts with","INSM2 (interacts with) SLPI","false","interacts with","INSM2 (interacts with) SLPI"
"interacts with","MAPKSP1 (interacts with) MFI2","false","interacts with","MAPKSP1 (interacts with) MFI2"
"interacts with","MASP2 (interacts with) SLC39A1","false","interacts with","MASP2 (interacts with) SLC39A1"
"interacts with","PDZD3 (interacts with) SLC39A1","false","interacts with","PDZD3 (interacts with) SLC39A1"
"interacts with","PHKB (interacts with) PLXNA1","false","interacts with","PHKB (interacts with) PLXNA1"
"interacts with","SLK (interacts with) SRCRB4D","false","interacts with","SLK (interacts with) SRCRB4D"
"interacts with","KIAA1324 (interacts with) SLCO4A1","false","interacts with","KIAA1324 (interacts with) SLCO4A1"
"interacts with","SERPINB7 (interacts with) TRHR","false","interacts with","SERPINB7 (interacts with) TRHR"
"interacts with","LACTB (interacts with) MDFI","false","interacts with","LACTB (interacts with) MDFI"
"interacts with","LACTB (interacts with) ZIC1","false","interacts with","LACTB (interacts with) ZIC1"
"interacts with","OSGIN1 (interacts with) PARP8","false","interacts with","OSGIN1 (interacts with) PARP8"
"interacts with","PQLC2 (interacts with) ZNF800","false","interacts with","PQLC2 (interacts with) ZNF800"
"interacts with","SERPINB6 (interacts with) TFAP2C","false","interacts with","SERPINB6 (interacts with) TFAP2C"
"interacts with","SERPINB6 (interacts with) TFCP2L1","false","interacts with","SERPINB6 (interacts with) TFCP2L1"
"interacts with","INADL (interacts with) RADIL","false","interacts with","INADL (interacts with) RADIL"
"interacts with","MKRN2 (interacts with) PCBP1","false","interacts with","MKRN2 (interacts with) PCBP1"
"interacts with","SEC31A (interacts with) SLCO4A1","false","interacts with","SEC31A (interacts with) SLCO4A1"
"interacts with","HOXB3 (interacts with) RBM15","false","interacts with","HOXB3 (interacts with) RBM15"
"interacts with","STYXL1 (interacts with) TNNT3","false","interacts with","STYXL1 (interacts with) TNNT3"
"interacts with","HOXB8 (interacts with) NBEAL1","false","interacts with","HOXB8 (interacts with) NBEAL1"
"interacts with","INTS6 (interacts with) NTSR1","false","interacts with","INTS6 (interacts with) NTSR1"
"interacts with","INTS6 (interacts with) PDIA5","false","interacts with","INTS6 (interacts with) PDIA5"
"interacts with","VCPIP1 (interacts with) VILL","false","interacts with","VCPIP1 (interacts with) VILL"
"interacts with","MYBPH (interacts with) WDR41","false","interacts with","MYBPH (interacts with) WDR41"
"interacts with","OR2T4 (interacts with) SERPINB4","false","interacts with","OR2T4 (interacts with) SERPINB4"
"interacts with","OR2T4 (interacts with) SLC39A13","false","interacts with","OR2T4 (interacts with) SLC39A13"
"interacts with","PIK3CB (interacts with) PIM1","false","interacts with","PIK3CB (interacts with) PIM1"
"interacts with","PIK3CB (interacts with) TPM2","false","interacts with","PIK3CB (interacts with) TPM2"
"interacts with","PIK3CB (interacts with) VIM","false","interacts with","PIK3CB (interacts with) VIM"
"interacts with","STXBP3 (interacts with) TRIP13","false","interacts with","STXBP3 (interacts with) TRIP13"
"interacts with","KIAA0776 (interacts with) SLCO4A1","false","interacts with","KIAA0776 (interacts with) SLCO4A1"
"interacts with","MED23 (interacts with) PLOD3","false","interacts with","MED23 (interacts with) PLOD3"
"interacts with","MMACHC (interacts with) SKIL","false","interacts with","MMACHC (interacts with) SKIL"
"interacts with","SEC14L3 (interacts with) TEAD3","false","interacts with","SEC14L3 (interacts with) TEAD3"
"interacts with","HOXC9 (interacts with) PDS5B","false","interacts with","HOXC9 (interacts with) PDS5B"
"interacts with","HOXC9 (interacts with) RLF","false","interacts with","HOXC9 (interacts with) RLF"
"interacts with","HOXC9 (interacts with) SGPP2","false","interacts with","HOXC9 (interacts with) SGPP2"
"interacts with","LRRC6 (interacts with) RNH1","false","interacts with","LRRC6 (interacts with) RNH1"
"interacts with","LRRC6 (interacts with) SPNS1","false","interacts with","LRRC6 (interacts with) SPNS1"
"interacts with","LRRC6 (interacts with) TRIML1","false","interacts with","LRRC6 (interacts with) TRIML1"
"interacts with","LRRC6 (interacts with) TRIML2","false","interacts with","LRRC6 (interacts with) TRIML2"
"interacts with","HOXD12 (interacts with) IK","false","interacts with","HOXD12 (interacts with) IK"
"interacts with","HOXD12 (interacts with) ROM1","false","interacts with","HOXD12 (interacts with) ROM1"
"interacts with","TAOK3 (interacts with) TRIP13","false","interacts with","TAOK3 (interacts with) TRIP13"
"interacts with","HPCAL4 (interacts with) LARS","false","interacts with","HPCAL4 (interacts with) LARS"
"interacts with","HP (interacts with) PTCD1","false","interacts with","HP (interacts with) PTCD1"
"interacts with","HRC (interacts with) NOL7","false","interacts with","HRC (interacts with) NOL7"
"interacts with","HRC (interacts with) PVRL4","false","interacts with","HRC (interacts with) PVRL4"
"interacts with","LRRC40 (interacts with) NAB2","false","interacts with","LRRC40 (interacts with) NAB2"
"interacts with","LRRC40 (interacts with) RADIL","false","interacts with","LRRC40 (interacts with) RADIL"
"interacts with","LRRC40 (interacts with) TMEM189","false","interacts with","LRRC40 (interacts with) TMEM189"
"interacts with","HS3ST6 (interacts with) PTPN12","false","interacts with","HS3ST6 (interacts with) PTPN12"
"interacts with","HSBP1L1 (interacts with) TAS2R1","false","interacts with","HSBP1L1 (interacts with) TAS2R1"
"interacts with","HSBP1L1 (interacts with) TSC22D2","false","interacts with","HSBP1L1 (interacts with) TSC22D2"
"interacts with","SART1 (interacts with) TSC22D2","false","interacts with","SART1 (interacts with) TSC22D2"
"interacts with","HSD17B10 (interacts with) SLC9A9","false","interacts with","HSD17B10 (interacts with) SLC9A9"
"interacts with","HSD17B12 (interacts with) PIAS3","false","interacts with","HSD17B12 (interacts with) PIAS3"
"interacts with","IQGAP2 (interacts with) NFKBIL2","false","interacts with","IQGAP2 (interacts with) NFKBIL2"
"interacts with","LATS2 (interacts with) RHPN1","false","interacts with","LATS2 (interacts with) RHPN1"
"interacts with","HSPB2 (interacts with) TUFT1","false","interacts with","HSPB2 (interacts with) TUFT1"
"interacts with","HSPH1 (interacts with) SLC9A8","false","interacts with","HSPH1 (interacts with) SLC9A8"
"interacts with","HSPH1 (interacts with) SOAT2","false","interacts with","HSPH1 (interacts with) SOAT2"
"interacts with","HTR1B (interacts with) MAD1L1","false","interacts with","HTR1B (interacts with) MAD1L1"
"interacts with","HTR1B (interacts with) TCEA2","false","interacts with","HTR1B (interacts with) TCEA2"
"interacts with","HTR1E (interacts with) KRT6B","false","interacts with","HTR1E (interacts with) KRT6B"
"interacts with","HTR1E (interacts with) KRT79","false","interacts with","HTR1E (interacts with) KRT79"
"interacts with","HTR1E (interacts with) MYC","false","interacts with","HTR1E (interacts with) MYC"
"interacts with","HTR1F (interacts with) MYBL2","false","interacts with","HTR1F (interacts with) MYBL2"
"interacts with","HTR2A (interacts with) TFG","false","interacts with","HTR2A (interacts with) TFG"
"interacts with","HTR2C (interacts with) PIM1","false","interacts with","HTR2C (interacts with) PIM1"
"interacts with","ITGB3BP (interacts with) TSC22D2","false","interacts with","ITGB3BP (interacts with) TSC22D2"
"interacts with","HTR3E (interacts with) OGFOD1","false","interacts with","HTR3E (interacts with) OGFOD1"
"interacts with","HTR3E (interacts with) S100A11","false","interacts with","HTR3E (interacts with) S100A11"
"interacts with","HTR7 (interacts with) MAD1L1","false","interacts with","HTR7 (interacts with) MAD1L1"
"interacts with","HTR7 (interacts with) MNX1","false","interacts with","HTR7 (interacts with) MNX1"
"interacts with","HTRA1 (interacts with) NSUN5","false","interacts with","HTRA1 (interacts with) NSUN5"
"interacts with","HTRA1 (interacts with) SLC4A2","false","interacts with","HTRA1 (interacts with) SLC4A2"
"interacts with","HTRA1 (interacts with) TWISTNB","false","interacts with","HTRA1 (interacts with) TWISTNB"
"interacts with","HTRA1 (interacts with) ZNF479","false","interacts with","HTRA1 (interacts with) ZNF479"
"interacts with","HUNK (interacts with) TMEM189","false","interacts with","HUNK (interacts with) TMEM189"
"interacts with","HUS1 (interacts with) MXD4","false","interacts with","HUS1 (interacts with) MXD4"
"interacts with","HUS1 (interacts with) NPR2","false","interacts with","HUS1 (interacts with) NPR2"
"interacts with","HYAL4 (interacts with) NR1H2","false","interacts with","HYAL4 (interacts with) NR1H2"
"interacts with","HYAL4 (interacts with) TOMM40","false","interacts with","HYAL4 (interacts with) TOMM40"
"interacts with","MGAT4A (interacts with) ROBO3","false","interacts with","MGAT4A (interacts with) ROBO3"
"interacts with","MGAT4A (interacts with) THBS3","false","interacts with","MGAT4A (interacts with) THBS3"
"interacts with","HYLS1 (interacts with) LEPREL1","false","interacts with","HYLS1 (interacts with) LEPREL1"
"interacts with","HYOU1 (interacts with) NPC1L1","false","interacts with","HYOU1 (interacts with) NPC1L1"
"interacts with","HYOU1 (interacts with) OSR1","false","interacts with","HYOU1 (interacts with) OSR1"
"interacts with","OSR1 (interacts with) PTPLAD1","false","interacts with","OSR1 (interacts with) PTPLAD1"
"interacts with","OSR1 (interacts with) RCE1","false","interacts with","OSR1 (interacts with) RCE1"
"interacts with","OSR1 (interacts with) SNRPC","false","interacts with","OSR1 (interacts with) SNRPC"
"interacts with","IBSP (interacts with) OR2T33","false","interacts with","IBSP (interacts with) OR2T33"
"interacts with","ICAM1 (interacts with) PRICKLE4","false","interacts with","ICAM1 (interacts with) PRICKLE4"
"interacts with","ICAM3 (interacts with) TWISTNB","false","interacts with","ICAM3 (interacts with) TWISTNB"
"interacts with","ICMT (interacts with) ZFAND1","false","interacts with","ICMT (interacts with) ZFAND1"
"interacts with","ID1 (interacts with) MRPS10","false","interacts with","ID1 (interacts with) MRPS10"
"interacts with","ID1 (interacts with) MYO3B","false","interacts with","ID1 (interacts with) MYO3B"
"interacts with","IDUA (interacts with) LRCH3","false","interacts with","IDUA (interacts with) LRCH3"
"interacts with","IDUA (interacts with) TSC22D2","false","interacts with","IDUA (interacts with) TSC22D2"
"interacts with","IER3 (interacts with) OR1N2","false","interacts with","IER3 (interacts with) OR1N2"
"interacts with","IER3 (interacts with) ZNF273","false","interacts with","IER3 (interacts with) ZNF273"
"interacts with","IER3 (interacts with) ZNF525","false","interacts with","IER3 (interacts with) ZNF525"
"interacts with","IER3 (interacts with) ZNF701","false","interacts with","IER3 (interacts with) ZNF701"
"interacts with","IER5 (interacts with) TAS2R9","false","interacts with","IER5 (interacts with) TAS2R9"
"interacts with","IFFO1 (interacts with) TRIP12","false","interacts with","IFFO1 (interacts with) TRIP12"
"interacts with","IFFO1 (interacts with) TSC22D2","false","interacts with","IFFO1 (interacts with) TSC22D2"
"interacts with","IFI44L (interacts with) LRCH4","false","interacts with","IFI44L (interacts with) LRCH4"
"interacts with","IFI44 (interacts with) MLL2","false","interacts with","IFI44 (interacts with) MLL2"
"interacts with","IFIT2 (interacts with) LRCH4","false","interacts with","IFIT2 (interacts with) LRCH4"
"interacts with","IFITM1 (interacts with) TOPBP1","false","interacts with","IFITM1 (interacts with) TOPBP1"
"interacts with","IFITM2 (interacts with) OC90","false","interacts with","IFITM2 (interacts with) OC90"
"interacts with","IFITM2 (interacts with) PTCD1","false","interacts with","IFITM2 (interacts with) PTCD1"
"interacts with","IFNA14 (interacts with) IL20RB","false","interacts with","IFNA14 (interacts with) IL20RB"
"interacts with","IFNA14 (interacts with) MTMR11","false","interacts with","IFNA14 (interacts with) MTMR11"
"interacts with","IFNA14 (interacts with) NID1","false","interacts with","IFNA14 (interacts with) NID1"
"interacts with","IFNA14 (interacts with) S100A11","false","interacts with","IFNA14 (interacts with) S100A11"
"interacts with","IFNA14 (interacts with) S100A7","false","interacts with","IFNA14 (interacts with) S100A7"
"interacts with","IFNA14 (interacts with) SPRR1B","false","interacts with","IFNA14 (interacts with) SPRR1B"
"interacts with","MTMR11 (interacts with) PCDH19","false","interacts with","MTMR11 (interacts with) PCDH19"
"interacts with","IFNA1 (interacts with) LEFTY2","false","interacts with","IFNA1 (interacts with) LEFTY2"
"interacts with","IFNA5 (interacts with) SPRR1B","false","interacts with","IFNA5 (interacts with) SPRR1B"
"interacts with","IFNA5 (interacts with) SPRR3","false","interacts with","IFNA5 (interacts with) SPRR3"
"interacts with","IFNA5 (interacts with) WFDC5","false","interacts with","IFNA5 (interacts with) WFDC5"
"interacts with","IFNAR1 (interacts with) NCAPG2","false","interacts with","IFNAR1 (interacts with) NCAPG2"
"interacts with","IFNK (interacts with) RARRES2","false","interacts with","IFNK (interacts with) RARRES2"
"interacts with","IFNW1 (interacts with) KRT4","false","interacts with","IFNW1 (interacts with) KRT4"
"interacts with","IFT122 (interacts with) ITGB1","false","interacts with","IFT122 (interacts with) ITGB1"
"interacts with","IFT122 (interacts with) PTGS2","false","interacts with","IFT122 (interacts with) PTGS2"
"interacts with","IFT80 (interacts with) SLCO4A1","false","interacts with","IFT80 (interacts with) SLCO4A1"
"interacts with","KDM4C (interacts with) S100A11","false","interacts with","KDM4C (interacts with) S100A11"
"interacts with","MADD (interacts with) UPP1","false","interacts with","MADD (interacts with) UPP1"
"interacts with","MINK1 (interacts with) TXNRD3","false","interacts with","MINK1 (interacts with) TXNRD3"
"interacts with","NME5 (interacts with) RNF149","false","interacts with","NME5 (interacts with) RNF149"
"interacts with","NME5 (interacts with) RNF24","false","interacts with","NME5 (interacts with) RNF24"
"interacts with","NME5 (interacts with) SNRPB","false","interacts with","NME5 (interacts with) SNRPB"
"interacts with","NME5 (interacts with) SNRPC","false","interacts with","NME5 (interacts with) SNRPC"
"interacts with","NME5 (interacts with) TRIB3","false","interacts with","NME5 (interacts with) TRIB3"
"interacts with","PITPNM3 (interacts with) TWIST1","false","interacts with","PITPNM3 (interacts with) TWIST1"
"interacts with","POU1F1 (interacts with) RGS19","false","interacts with","POU1F1 (interacts with) RGS19"
"interacts with","POU1F1 (interacts with) S100A11","false","interacts with","POU1F1 (interacts with) S100A11"
"interacts with","POU1F1 (interacts with) SNX8","false","interacts with","POU1F1 (interacts with) SNX8"
"interacts with","POU1F1 (interacts with) VKORC1","false","interacts with","POU1F1 (interacts with) VKORC1"
"interacts with","SECISBP2L (interacts with) TPX2","false","interacts with","SECISBP2L (interacts with) TPX2"
"interacts with","SECISBP2L (interacts with) TRPC4AP","false","interacts with","SECISBP2L (interacts with) TRPC4AP"
"interacts with","SECISBP2L (interacts with) TTYH3","false","interacts with","SECISBP2L (interacts with) TTYH3"
"interacts with","LGTN (interacts with) MUSK","false","interacts with","LGTN (interacts with) MUSK"
"interacts with","LGTN (interacts with) PTGIR","false","interacts with","LGTN (interacts with) PTGIR"
"interacts with","LGTN (interacts with) SERPINB2","false","interacts with","LGTN (interacts with) SERPINB2"
"interacts with","LGTN (interacts with) SLC7A7","false","interacts with","LGTN (interacts with) SLC7A7"
"interacts with","LGTN (interacts with) SYT7","false","interacts with","LGTN (interacts with) SYT7"
"interacts with","LGTN (interacts with) TNC","false","interacts with","LGTN (interacts with) TNC"
"interacts with","TBCE (interacts with) ZFP36L2","false","interacts with","TBCE (interacts with) ZFP36L2"
"interacts with","KDM1B (interacts with) SLCO4A1","false","interacts with","KDM1B (interacts with) SLCO4A1"
"interacts with","SCAF1 (interacts with) TMEM140","false","interacts with","SCAF1 (interacts with) TMEM140"
"interacts with","IGHMBP2 (interacts with) LRRC6","false","interacts with","IGHMBP2 (interacts with) LRRC6"
"interacts with","IGSF10 (interacts with) MEF2B","false","interacts with","IGSF10 (interacts with) MEF2B"
"interacts with","IGSF10 (interacts with) MRPL38","false","interacts with","IGSF10 (interacts with) MRPL38"
"interacts with","IGSF10 (interacts with) ORAOV1","false","interacts with","IGSF10 (interacts with) ORAOV1"
"interacts with","IGSF10 (interacts with) TMEM160","false","interacts with","IGSF10 (interacts with) TMEM160"
"interacts with","IHH (interacts with) RGS20","false","interacts with","IHH (interacts with) RGS20"
"interacts with","IKZF1 (interacts with) TFAP2A","false","interacts with","IKZF1 (interacts with) TFAP2A"
"interacts with","IKZF1 (interacts with) TOMM40","false","interacts with","IKZF1 (interacts with) TOMM40"
"interacts with","IL10RB (interacts with) IMMT","false","interacts with","IL10RB (interacts with) IMMT"
"interacts with","IL10RB (interacts with) LRPPRC","false","interacts with","IL10RB (interacts with) LRPPRC"
"interacts with","IL10RB (interacts with) MAFA","false","interacts with","IL10RB (interacts with) MAFA"
"interacts with","IL10RB (interacts with) NANP","false","interacts with","IL10RB (interacts with) NANP"
"interacts with","IL10RB (interacts with) NPBWR1","false","interacts with","IL10RB (interacts with) NPBWR1"
"interacts with","IQCF1 (interacts with) ZC3HAV1","false","interacts with","IQCF1 (interacts with) ZC3HAV1"
"interacts with","PRR7 (interacts with) RNF133","false","interacts with","PRR7 (interacts with) RNF133"
"interacts with","IL11RA (interacts with) LLPH","false","interacts with","IL11RA (interacts with) LLPH"
"interacts with","IL11RA (interacts with) NCOA3","false","interacts with","IL11RA (interacts with) NCOA3"
"interacts with","IL11RA (interacts with) TSC22D2","false","interacts with","IL11RA (interacts with) TSC22D2"
"interacts with","IL12A (interacts with) RREB1","false","interacts with","IL12A (interacts with) RREB1"
"interacts with","IL13RA1 (interacts with) RDBP","false","interacts with","IL13RA1 (interacts with) RDBP"
"interacts with","IL16 (interacts with) POLQ","false","interacts with","IL16 (interacts with) POLQ"
"interacts with","IL16 (interacts with) TPX2","false","interacts with","IL16 (interacts with) TPX2"
"interacts with","IL17A (interacts with) ITFG3","false","interacts with","IL17A (interacts with) ITFG3"
"interacts with","IL18BP (interacts with) TSC22D2","false","interacts with","IL18BP (interacts with) TSC22D2"
"interacts with","IL18R1 (interacts with) IQGAP3","false","interacts with","IL18R1 (interacts with) IQGAP3"
"interacts with","IL18R1 (interacts with) LRRC42","false","interacts with","IL18R1 (interacts with) LRRC42"
"interacts with","IL18R1 (interacts with) TPX2","false","interacts with","IL18R1 (interacts with) TPX2"
"interacts with","IL18 (interacts with) PHF20","false","interacts with","IL18 (interacts with) PHF20"
"interacts with","IL18 (interacts with) RADIL","false","interacts with","IL18 (interacts with) RADIL"
"interacts with","IL18 (interacts with) TPX2","false","interacts with","IL18 (interacts with) TPX2"
"interacts with","IL1B (interacts with) PYGO2","false","interacts with","IL1B (interacts with) PYGO2"
"interacts with","IL1B (interacts with) TULP1","false","interacts with","IL1B (interacts with) TULP1"
"interacts with","IL1F10 (interacts with) RGS16","false","interacts with","IL1F10 (interacts with) RGS16"
"interacts with","IL1F5 (interacts with) IP6K3","false","interacts with","IL1F5 (interacts with) IP6K3"
"interacts with","IL1F5 (interacts with) VSX1","false","interacts with","IL1F5 (interacts with) VSX1"
